,anime_id,name,genre,type,episodes,rating,members,Anime_img_url,Sub_Dub
691,532,Bishoujo Senshi Sailor Moon S,"Drama, Magic, Romance, Shoujo",TV,38,7.89,66911,,
692,552,Digimon Adventure,"Action, Adventure, Comedy, Fantasy, Kids",TV,54,7.89,182208,,
693,13629,Furiko,"Drama, Music, Romance, Slice of Life",Special,1,7.89,8809,,
694,7645,Heartcatch Precure!,"Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life",TV,49,7.89,12825,https://img.zorores.com/_r/300x400/100/7a/6e/7a6eec912fb9bc89a74fb62bd4ba706f/7a6eec912fb9bc89a74fb62bd4ba706f.jpg,['SUB']
695,249,InuYasha,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",TV,167,7.89,281632,https://img.zorores.com/_r/300x400/100/ca/cb/cacb9f9e6993b1016a87f77f171b591c/cacb9f9e6993b1016a87f77f171b591c.jpg,"['SUB', 'DUB']"
696,4886,InuYasha: Kuroi Tessaiga,"Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",Special,1,7.89,16373,https://img.zorores.com/_r/300x400/100/48/6d/486d724e5e1b8594fd856ed05d372824/486d724e5e1b8594fd856ed05d372824.jpg,['SUB']
697,451,InuYasha: Tenka Hadou no Ken,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural",Movie,1,7.89,51079,,
698,9734,K-On!!: Keikaku!,"Comedy, Music, School, Slice of Life",Special,1,7.89,50496,https://img.zorores.com/_r/300x400/100/cc/e3/cce34c4672c2082c0da6f15f82368b9f/cce34c4672c2082c0da6f15f82368b9f.jpg,['SUB']
699,433,"Kumo no Mukou, Yakusoku no Basho","Drama, Military, Romance, Sci-Fi",Movie,1,7.89,103975,,
700,6115,Lupin III vs. Detective Conan,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.89,15220,https://img.zorores.com/_r/300x400/100/c1/2e/c12e5b445f501a172784b100ff5405e4/c12e5b445f501a172784b100ff5405e4.jpg,['SUB']
701,80,Mobile Suit Gundam,"Action, Mecha, Military, Sci-Fi, Space",TV,43,7.89,51566,https://img.zorores.com/_r/300x400/100/68/fc/68fc3295ea7d9bfb7d15d2a44a62bac3/68fc3295ea7d9bfb7d15d2a44a62bac3.jpg,"['SUB', 'DUB']"
702,1092,Mobile Suit Gundam III: Encounters in Space,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.89,11343,,
703,20767,Noragami OVA,"Action, Adventure, Shounen",OVA,2,7.89,104775,https://img.zorores.com/_r/300x400/100/d8/28/d828c5697e5a7923e813883da3ca584f/d828c5697e5a7923e813883da3ca584f.jpg,['SUB']
704,10119,Seitokai Yakuindomo OVA,"Comedy, School, Shounen, Slice of Life",OVA,8,7.89,63265,https://img.zorores.com/_r/300x400/100/4c/2e/4c2e0d14fcc1d1e877ab606104adb3a6/4c2e0d14fcc1d1e877ab606104adb3a6.jpg,['SUB']
705,1921,Urusei Yatsura Movie 2: Beautiful Dreamer,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.89,5663,https://img.zorores.com/_r/300x400/100/02/61/0261f56cb90860f7243b635a8e21ec84/0261f56cb90860f7243b635a8e21ec84.jpg,['SUB']
706,1562,Yamato Nadeshiko Shichihenge♥,"Comedy, Shoujo",TV,25,7.89,92088,,
707,11111,Another,"Horror, Mystery, School, Supernatural, Thriller",TV,12,7.88,534657,https://img.zorores.com/_r/300x400/100/c7/ad/c7adb325bcfe1ab8376c0af800c0ab9e/c7adb325bcfe1ab8376c0af800c0ab9e.jpg,"['SUB', 'DUB']"
708,32863,Ansatsu Kyoushitsu (TV) 2nd Season: Kagaijugyou-hen,"Action, Comedy, School, Shounen",ONA,8,7.88,7999,,
709,11737,Ao no Exorcist Movie,"Action, Demons, Fantasy, Shounen, Supernatural",Movie,1,7.88,105183,,
710,28249,Arslan Senki (TV),"Action, Adventure, Drama, Fantasy, Historical, Shounen",TV,25,7.88,152811,,
711,13535,Binbougami ga!,"Comedy, Parody, Shounen, Supernatural",TV,13,7.88,117091,,
712,1520,Black Jack,Drama,OVA,12,7.88,14414,https://img.zorores.com/_r/300x400/100/53/62/5362a11e0534bcebd25f5ad50db4fdea/5362a11e0534bcebd25f5ad50db4fdea.jpg,['SUB']
713,28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"Action, Adventure, Comedy, Fantasy, Romance",TV,13,7.88,336349,,
714,30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,"Action, Mystery, Supernatural",Special,1,7.88,22774,,
715,10497,Hetalia World Series Specials,"Comedy, Historical, Parody",Special,4,7.88,14348,,
716,6862,K-On!: Live House!,"Comedy, Music, School, Slice of Life",Special,1,7.88,70787,https://img.zorores.com/_r/300x400/100/30/3a/303a2f1c6349128a6fc0996fb59c89f2/303a2f1c6349128a6fc0996fb59c89f2.jpg,"['SUB', 'DUB']"
717,251,Kyou kara Maou!,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,7.88,58150,,
718,18153,Kyoukai no Kanata,"Fantasy, Slice of Life, Supernatural",TV,12,7.88,359011,,
719,875,Mind Game,"Adventure, Comedy, Dementia, Psychological, Romance",Movie,1,7.88,32756,,
720,795,Oniisama e...,"Drama, School, Shoujo, Shoujo Ai",TV,39,7.88,11424,,
721,33994,Servamp Specials,Comedy,Special,3,7.88,5973,,
722,18397,Shingeki no Kyojin OVA,"Action, Drama, Fantasy, Shounen, Super Power",OVA,3,7.88,121063,,
723,29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,"Comedy, Drama, Slice of Life",Movie,1,7.88,3089,https://img.zorores.com/_r/300x400/100/a3/f3/a3f3c29144dd34580090417f63f5fc58/a3f3c29144dd34580090417f63f5fc58.jpg,['SUB']
724,16870,The Last: Naruto the Movie,"Action, Martial Arts, Romance, Shounen, Super Power",Movie,1,7.88,85013,https://img.zorores.com/_r/300x400/100/8d/42/8d42031c8f566e744d84de02d42466bc/8d42031c8f566e744d84de02d42466bc.jpg,"['SUB', 'DUB']"
725,479,The Law of Ueki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,51,7.88,60027,https://img.zorores.com/_r/300x400/100/ff/e4/ffe48d48643621b59f34a960a9801114/ffe48d48643621b59f34a960a9801114.jpg,"['SUB', 'DUB']"
726,15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,"Action, Mecha, Military",Movie,1,7.87,61020,,
727,32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"Action, Horror, Mystery, Psychological",TV,12,7.87,83343,,
728,31859,Hai to Gensou no Grimgar,"Action, Adventure, Drama, Fantasy",TV,12,7.87,213342,,
729,15451,High School DxD New,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,7.87,266657,https://img.zorores.com/_r/300x400/100/92/d3/92d3ecd66afdab300212649d31016d54/92d3ecd66afdab300212649d31016d54.jpg,"['SUB', 'DUB']"
730,33446,Huyao Xiao Hongniang: Yue Hong,"Comedy, Romance",ONA,13,7.87,1043,,
731,570,Jin-Rou,"Drama, Military, Police, Psychological, Romance",Movie,1,7.87,62464,,
732,5680,K-On!,"Comedy, Music, School, Slice of Life",TV,13,7.87,386048,,
733,2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,"Adventure, Drama, Fantasy",Movie,1,7.87,23453,,
734,1887,Lucky☆Star,"Comedy, Parody, School, Slice of Life",TV,24,7.87,305837,https://img.zorores.com/_r/300x400/100/1a/38/1a382956f1857e7e95c71bbd434e06f8/1a382956f1857e7e95c71bbd434e06f8.jpg,"['SUB', 'DUB']"
735,90,Mobile Suit Gundam Wing,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,49,7.87,86001,https://img.zorores.com/_r/300x400/100/69/d5/69d58ccd98d2f1c5c176f41c735aec77/69d58ccd98d2f1c5c176f41c735aec77.jpg,"['SUB', 'DUB']"
736,91,Mobile Suit Gundam Wing: Endless Waltz,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,3,7.87,28485,https://img.zorores.com/_r/300x400/100/66/92/6692c4fc8c91f36908a13c2f5f4b088c/6692c4fc8c91f36908a13c2f5f4b088c.jpg,"['SUB', 'DUB']"
737,91,Mobile Suit Gundam Wing: Endless Waltz,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,3,7.87,28485,https://img.zorores.com/_r/300x400/100/0f/6d/0f6d70c923e978c572f08f944bb7ecaf/0f6d70c923e978c572f08f944bb7ecaf.jpg,"['SUB', 'DUB']"
738,2594,Piano no Mori,"Adventure, Comedy, Drama, Music, School, Seinen",Movie,1,7.87,24278,https://img.zorores.com/_r/300x400/100/2d/52/2d5228dd3ce71e0cbb4b7f61f62866c2/2d5228dd3ce71e0cbb4b7f61f62866c2.jpg,['SUB']
739,210,Ranma ½,"Comedy, Fantasy, Martial Arts, Slice of Life",TV,161,7.87,105212,https://img.zorores.com/_r/300x400/100/e9/c9/e9c9e4b7896ff1a57e91daceb9b97c03/e9c9e4b7896ff1a57e91daceb9b97c03.jpg,"['SUB', 'DUB']"
740,1007,Ranma ½ OVA,"Comedy, Martial Arts, Romance, Shounen",OVA,6,7.87,16804,https://img.zorores.com/_r/300x400/100/06/c9/06c902b091ea5ae2c711b6e00fa3705a/06c902b091ea5ae2c711b6e00fa3705a.jpg,['RAW']
741,19775,Sidonia no Kishi,"Action, Mecha, Sci-Fi, Seinen, Space",TV,12,7.87,118341,,
742,534,Slayers,"Adventure, Comedy, Demons, Fantasy, Magic",TV,26,7.87,73476,https://img.zorores.com/_r/300x400/100/33/0b/330bee701252621efda77258dca87833/330bee701252621efda77258dca87833.jpg,"['SUB', 'DUB']"
743,9790,Sora no Otoshimono: Tokeijikake no Angeloid,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",Movie,1,7.87,70391,,
744,2582,Soukou Kihei Votoms,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,52,7.87,9008,,
745,407,Tantei Gakuen Q,"Comedy, Drama, Mystery, Police, Shounen",TV,45,7.87,16591,,
746,6213,Toaru Kagaku no Railgun,"Action, Sci-Fi, Super Power",TV,24,7.87,231079,,
747,1000,Uchuu Kaizoku Captain Harlock,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",TV,42,7.87,14869,,
748,1375,Watashi no Ashinaga Ojisan,"Comedy, Historical, Romance, School, Shoujo, Slice of Life",TV,40,7.87,5600,,
749,8514,Break Blade 2: Ketsubetsu no Michi,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,7.86,44900,,
750,951,Chibi Maruko-chan,"Comedy, Shoujo, Slice of Life",TV,142,7.86,4739,https://img.zorores.com/_r/300x400/100/32/2b/322b01d45d523d145dc96988b6c1efc2/322b01d45d523d145dc96988b6c1efc2.jpg,['SUB']
751,12117,Detective Conan Movie 16: The Eleventh Striker,"Adventure, Comedy, Mystery, Police, Shounen, Sports",Movie,1,7.86,14938,https://img.zorores.com/_r/300x400/100/24/1a/241a2eacd89760948abbb1a2cc8c8e9a/241a2eacd89760948abbb1a2cc8c8e9a.jpg,['SUB']
752,2508,Genshiken 2,"Comedy, Parody, Slice of Life",TV,12,7.86,55825,https://img.zorores.com/_r/300x400/100/5b/b8/5bb870764ec7afc1e8d0b9e41354d7cf/5bb870764ec7afc1e8d0b9e41354d7cf.jpg,"['SUB', 'DUB']"
753,19115,Giovanni no Shima,"Drama, Historical",Movie,1,7.86,10115,,
754,6904,Hellsing I: Digest for Freaks,"Action, Horror, Military, Seinen, Super Power, Supernatural, Vampire",OVA,1,7.86,20263,,
755,22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,"Comedy, School, Shounen, Sports",Special,1,7.86,20397,https://img.zorores.com/_r/300x400/100/fc/7c/fc7c23c7519f961c612ec59801ebe7d8/fc7c23c7519f961c612ec59801ebe7d8.jpg,['SUB']
756,4454,Macross F: Close Encounter - Deculture Edition,"Action, Mecha, Military, Music, Sci-Fi, Space",Special,1,7.86,8911,,
757,32547,Non Non Biyori Repeat OVA,"Comedy, School, Seinen, Slice of Life",OVA,1,7.86,9729,,
758,15959,Nurarihyon no Mago OVA,"Action, Demons, Shounen, Supernatural",OVA,2,7.86,11401,,
759,16239,One Piece: Episode of Luffy - Hand Island no Bouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.86,21489,,
760,31772,One Punch Man Specials,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",Special,6,7.86,75502,https://img.zorores.com/_r/300x400/100/09/5d/095dbd73ccb0506e0e7ce16021df0924/095dbd73ccb0506e0e7ce16021df0924.jpg,"['SUB', 'DUB']"
761,396,Seikai no Senki,"Action, Military, Romance, Sci-Fi, Space",TV,13,7.86,18580,,
762,8407,Sora no Otoshimono: Forte,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,12,7.86,146697,,
763,20057,Space☆Dandy,"Comedy, Sci-Fi, Space",TV,13,7.86,123529,,
764,9074,Arakawa Under the Bridge x Bridge,"Comedy, Romance, Seinen",TV,13,7.85,80394,https://img.zorores.com/_r/300x400/100/67/85/67853bd63357eb14fad8ed9a48e6c558/67853bd63357eb14fad8ed9a48e6c558.jpg,['SUB']
765,7305,Detective Conan Movie 10: Promo Special,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,7.85,4069,,
766,226,Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",TV,13,7.85,623511,https://img.zorores.com/_r/300x400/100/89/f9/89f91abd99e05a925a033adeb0b169f4/89f91abd99e05a925a033adeb0b169f4.jpg,"['SUB', 'DUB']"
767,644,Hachimitsu to Clover Specials,"Comedy, Drama, Josei, Romance, Slice of Life",Special,2,7.85,21164,,
768,2405,Hello! Lady Lynn,Drama,TV,36,7.85,1757,,
769,15117,Kami nomi zo Shiru Sekai: Tenri-hen,"Comedy, Harem, Romance, Shounen, Supernatural",OVA,2,7.85,68623,,
770,10460,Kimi to Boku.,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,13,7.85,86196,,
771,6050,Mahou Sensei Negima! Mou Hitotsu no Sekai,"Action, Adventure, Ecchi, Magic, Shounen, Supernatural",OVA,4,7.85,12413,,
772,444,Maria-sama ga Miteru: Haru,"Drama, Romance, School, Shoujo, Shoujo Ai",TV,13,7.85,14983,,
773,82,Mobile Suit Gundam 0080: War in the Pocket,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,6,7.85,22609,https://img.zorores.com/_r/300x400/100/cf/b3/cfb31e1369f886c70172a723cb2bcc56/cfb31e1369f886c70172a723cb2bcc56.jpg,"['SUB', 'DUB']"
774,15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"Comedy, Fantasy, Supernatural",TV,10,7.85,218231,,
775,30347,Nanatsu no Taizai OVA,"Action, Adventure, Fantasy, Shounen, Supernatural",OVA,2,7.85,37540,,
776,31704,One Punch Man: Road to Hero,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",OVA,1,7.85,94839,https://img.zorores.com/_r/300x400/100/e2/7b/e27bc0dad2fef6b65fd502cdcd47d7e0/e27bc0dad2fef6b65fd502cdcd47d7e0.jpg,['SUB']
777,1699,Romeo x Juliet,"Drama, Fantasy, Historical, Romance",TV,24,7.85,91530,https://img.zorores.com/_r/300x400/100/61/ae/61ae8064a9d1b65d98a620ea39acb666/61ae8064a9d1b65d98a620ea39acb666.jpg,"['SUB', 'DUB']"
778,517,School Rumble Ichi Gakki Hoshuu,"Comedy, Romance, School, Shounen",OVA,2,7.85,40868,,
779,29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,"Comedy, Drama, Slice of Life",Movie,1,7.85,3304,https://img.zorores.com/_r/300x400/100/b6/09/b6096175378404b647d1f3737bc556eb/b6096175378404b647d1f3737bc556eb.jpg,['SUB']
780,30868,Ajin Part 1: Shoudou,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1,7.84,22279,,
781,22199,Akame ga Kill!,"Action, Adventure, Fantasy",TV,24,7.84,492133,https://img.zorores.com/_r/300x400/100/df/d6/dfd6b4cb63f4ca2acbee3b55a7c29afb/dfd6b4cb63f4ca2acbee3b55a7c29afb.jpg,"['SUB', 'DUB']"
782,14941,AKB0048: Next Stage,"Music, Sci-Fi",TV,13,7.84,22302,https://img.zorores.com/_r/300x400/100/bc/95/bc955c9b1d302bf9ca15c2c03beb2650/bc955c9b1d302bf9ca15c2c03beb2650.jpg,"['SUB', 'DUB']"
783,978,Change!! Getter Robo: Sekai Saigo no Hi,"Action, Adventure, Horror, Mecha, Psychological, Sci-Fi, Shounen",OVA,13,7.84,5606,,
784,2994,Death Note Rewrite,"Mystery, Police, Psychological, Supernatural, Thriller",Special,2,7.84,88699,,
785,14735,Detective Conan Movie 17: Private Eye in the Distant Sea,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.84,12963,https://img.zorores.com/_r/300x400/100/95/67/9567bccba896776d71add5a01dc7cb97/9567bccba896776d71add5a01dc7cb97.jpg,['SUB']
786,10350,Hakuouki Sekkaroku,"Action, Demons, Drama, Fantasy, Historical, Josei",OVA,6,7.84,14725,,
787,20431,Hoozuki no Reitetsu,"Comedy, Fantasy, Supernatural",TV,13,7.84,47619,,
788,15487,Kuroko no Basket NG-shuu,"Comedy, School, Shounen, Sports",Special,9,7.84,32215,,
789,1462,Memories,"Drama, Horror, Psychological, Sci-Fi",Movie,3,7.84,38643,https://img.zorores.com/_r/300x400/100/d1/55/d155de725ba9606bc4f7c07ece4e31b0/d155de725ba9606bc4f7c07ece4e31b0.jpg,"['SUB', 'DUB']"
790,13667,Naruto: Shippuuden Movie 6 - Road to Ninja,"Action, Adventure, Martial Arts, Shounen, Super Power",Movie,1,7.84,87369,,
791,28927,Owari no Seraph: Nagoya Kessen-hen,"Action, Drama, Shounen, Supernatural, Vampire",TV,12,7.84,190058,,
792,398,Seikai no Senki III,"Action, Military, Romance, Sci-Fi, Space",OVA,2,7.84,11044,,
793,20847,Seitokai Yakuindomo*,"Comedy, School, Shounen, Slice of Life",TV,13,7.84,98544,https://img.zorores.com/_r/300x400/100/ac/68/ac680ef30e81457de66120503b661ccd/ac680ef30e81457de66120503b661ccd.jpg,['SUB']
794,2451,Space Cobra,"Action, Adventure, Sci-Fi, Space",TV,31,7.84,6919,,
795,8937,Toaru Majutsu no Index II,"Action, Magic, Sci-Fi, Super Power",TV,24,7.84,184520,,
796,12883,Tsuritama,"Comedy, Sci-Fi, Slice of Life, Sports",TV,12,7.84,90625,,
797,30413,Yowamushi Pedal Movie,"Comedy, Drama, Shounen, Sports",Movie,1,7.84,8838,https://img.zorores.com/_r/300x400/100/7f/22/7f22b9b7cc68712ea05ebff319a0adbf/7f22b9b7cc68712ea05ebff319a0adbf.jpg,['SUB']
798,30902,Yuru Yuri Nachuyachumi!+,"Comedy, Shoujo Ai, Slice of Life",Special,2,7.84,19586,,
799,6347,Baka to Test to Shoukanjuu,"Comedy, Romance, School, Super Power",TV,13,7.83,301282,,
800,3841,Chi&#039;s Sweet Home,"Comedy, Slice of Life",TV,104,7.83,36307,,
801,8086,Densetsu no Yuusha no Densetsu,"Action, Adventure, Fantasy, Magic, Shounen",TV,24,7.83,130689,,
802,9982,Fairy Tail OVA,"Comedy, Ecchi, Fantasy, Magic, Shounen",OVA,5,7.83,83421,https://img.zorores.com/_r/300x400/100/23/bf/23bff6199081969657cc788f77921631/23bff6199081969657cc788f77921631.jpg,['SUB']
803,1888,Ichigo Mashimaro OVA,"Comedy, School, Slice of Life",OVA,3,7.83,15085,,
804,33082,Kingsglaive: Final Fantasy XV,Action,Movie,1,7.83,15508,,
805,1096,Mobile Police Patlabor 2: The Movie,"Drama, Mecha, Mystery, Police, Sci-Fi",Movie,1,7.83,11957,https://img.zorores.com/_r/300x400/100/43/f2/43f21e74046c8ed7a7905add52a891c0/43f21e74046c8ed7a7905add52a891c0.jpg,['SUB']
806,14407,Persona 3 the Movie 1: Spring of Birth,"Action, Fantasy, Seinen, Supernatural",Movie,1,7.83,45568,https://img.zorores.com/_r/300x400/100/f5/fe/f5fe2ce8429d445df4124e1fe6dd85a9/f5fe2ce8429d445df4124e1fe6dd85a9.jpg,['SUB']
807,1719,Rozen Maiden: Ouvertüre,"Action, Comedy, Drama, Magic, Seinen",Special,2,7.83,44388,https://img.zorores.com/_r/300x400/100/dd/d8/ddd862a27722ce171b51c9180c2d5f0e/ddd862a27722ce171b51c9180c2d5f0e.jpg,['SUB']
808,290,Seikai no Monshou,"Action, Military, Romance, Sci-Fi, Space",TV,13,7.83,26379,,
809,154,Shaman King,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",TV,64,7.83,169517,https://img.zorores.com/_r/300x400/100/10/6a/106a33e1fedf1b305e231674b675d38c/106a33e1fedf1b305e231674b675d38c.jpg,['SUB']
810,11757,Sword Art Online,"Action, Adventure, Fantasy, Game, Romance",TV,25,7.83,893100,https://img.zorores.com/_r/300x400/100/90/dc/90dca175561e61180622bc79218104cb/90dca175561e61180622bc79218104cb.jpg,"['SUB', 'DUB']"
811,5074,Tetsuwan Birdy Decode:02,"Action, Comedy, Sci-Fi",TV,12,7.83,29622,,
812,31733,Bishoujo Senshi Sailor Moon Crystal Season III,"Demons, Magic, Romance, Shoujo",TV,13,7.83,16530,,
813,1690,Bokurano,"Drama, Mecha, Psychological, Sci-Fi",TV,24,7.82,81408,https://img.zorores.com/_r/300x400/100/d1/41/d141641064c018731dc42f9ed93d0277/d141641064c018731dc42f9ed93d0277.jpg,['SUB']
814,4177,Bounen no Xamdou,"Action, Military, Sci-Fi",ONA,26,7.82,79026,,
815,10092,Break Blade 6: Doukoku no Toride,"Action, Mecha, Military, Shounen",Movie,1,7.82,39077,,
816,9785,Detective Conan: Conan vs. Kid - Shark &amp; Jewel,"Adventure, Comedy, Kids, Mystery, Police, Shounen",Movie,1,7.82,2688,,
817,985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,"Adventure, Drama, Fantasy, Shounen",Special,1,7.82,43673,,
818,18055,Hakkenden: Touhou Hakken Ibun 2nd Season,"Action, Fantasy, Shoujo, Supernatural",TV,13,7.82,33466,,
819,6984,Hidamari Sketch x 365 Specials,"Comedy, School, Slice of Life",Special,3,7.82,10720,https://img.zorores.com/_r/300x400/100/0e/4e/0e4e9b8c4d273a02bb4d8917ec223d87/0e4e9b8c4d273a02bb4d8917ec223d87.jpg,['SUB']
820,27991,K: Return of Kings,"Action, Super Power, Supernatural",TV,13,7.82,114904,https://img.zorores.com/_r/300x400/100/16/7a/167acc847d864d6df49e340b9f05772b/167acc847d864d6df49e340b9f05772b.jpg,"['SUB', 'DUB']"
821,21659,Kill la Kill Special,"Action, Comedy, School, Super Power",Special,1,7.82,83795,,
822,3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),"Comedy, Police, Slice of Life",TV,373,7.82,4734,,
823,474,Macross Plus,"Drama, Mecha, Military, Romance, Sci-Fi, Space",OVA,4,7.82,23138,,
824,1211,Macross Plus Movie Edition,"Action, Adventure, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,7.82,8405,,
825,9510,Mitsudomoe Zouryouchuu!,"Comedy, School, Slice of Life",TV,8,7.82,26468,https://img.zorores.com/_r/300x400/100/f4/9f/f49f134e549cd969b8697cbce00c35a3/f49f134e549cd969b8697cbce00c35a3.jpg,['SUB']
826,5751,Prince of Tennis: Another Story - Messages From Past and Future,"Comedy, School, Shounen, Sports",OVA,4,7.82,9487,,
827,3515,Saint Seiya: Meiou Hades Elysion-hen,"Action, Fantasy, Shounen, Super Power",OVA,6,7.82,19044,,
828,13663,To LOVE-Ru Darkness,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12,7.82,135929,,
829,13851,To LOVE-Ru Darkness OVA,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",OVA,6,7.82,57166,https://img.zorores.com/_r/300x400/100/fd/06/fd069c0b1a47b7626f75eb49dd743fcb/fd069c0b1a47b7626f75eb49dd743fcb.jpg,['SUB']
830,6956,Working!!,"Comedy, Slice of Life",TV,13,7.82,189367,,
831,9441,Yume-iro Pâtissière SP Professional,"Shoujo, Slice of Life",TV,13,7.82,20397,https://img.zorores.com/_r/300x400/100/3c/d6/3cd67b8f063775b2124140aadc679b0b/3cd67b8f063775b2124140aadc679b0b.jpg,['SUB']
832,233,Daa! Daa! Daa!,"Comedy, Sci-Fi, Shoujo",TV,78,7.81,12673,,
833,2397,Digimon Adventure: Bokura no War Game!,"Adventure, Comedy, Kids, Sci-Fi",Movie,1,7.81,37078,,
834,345,Eikoku Koi Monogatari Emma,"Drama, Historical, Romance, Seinen, Slice of Life",TV,12,7.81,23877,,
835,71,Full Metal Panic!,"Action, Comedy, Mecha, Military, Sci-Fi",TV,24,7.81,256325,https://img.zorores.com/_r/300x400/100/1e/bd/1ebd732704f68b961359f07d9fb930a0/1ebd732704f68b961359f07d9fb930a0.jpg,"['SUB', 'DUB']"
836,10793,Guilty Crown,"Action, Drama, Sci-Fi, Super Power",TV,22,7.81,460959,https://img.zorores.com/_r/300x400/100/75/a1/75a19d5a15602d767a34dc98811be3ba/75a19d5a15602d767a34dc98811be3ba.jpg,"['SUB', 'DUB']"
837,9760,Hoshi wo Ou Kodomo,"Adventure, Fantasy, Romance",Movie,1,7.81,76286,,
838,160,"Ima, Soko ni Iru Boku","Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13,7.81,56839,,
839,3713,Jigoku Shoujo Mitsuganae,"Mystery, Psychological, Supernatural",TV,26,7.81,58993,,
840,2593,Kara no Kyoukai 1: Fukan Fuukei,"Action, Mystery, Supernatural, Thriller",Movie,1,7.81,178880,,
841,2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,"Comedy, Drama, Romance, Shounen, Slice of Life",Movie,1,7.81,4368,,
842,32380,Kono Subarashii Sekai ni Shukufuku wo! OVA,"Comedy, Fantasy",OVA,1,7.81,46823,,
843,33263,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,"Action, Drama, Mystery, Supernatural",OVA,8,7.82,19317,,
844,13203,Lupin the Third: Mine Fujiko to Iu Onna,"Action, Adventure, Comedy, Ecchi, Samurai, Seinen",TV,13,7.81,22796,,
845,2963,Minami-ke,"Comedy, School, Slice of Life",TV,13,7.81,105471,https://img.zorores.com/_r/300x400/100/6e/5c/6e5c0faf9942eb9f561a8d30ae1a4cdd/6e5c0faf9942eb9f561a8d30ae1a4cdd.jpg,['SUB']
846,87,Mobile Suit Gundam: Char&#039;s Counterattack,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.81,19258,,
847,20,Naruto,"Action, Comedy, Martial Arts, Shounen, Super Power",TV,220,7.81,683297,https://img.zorores.com/_r/300x400/100/5d/b4/5db400c33f7494bc8ae96f9e634958d0/5db400c33f7494bc8ae96f9e634958d0.jpg,"['SUB', 'DUB']"
848,31953,New Game!,"Comedy, Slice of Life",TV,12,7.81,91932,https://img.zorores.com/_r/300x400/100/1a/bb/1abb426d71ba33f19bc8f62082ca9aad/1abb426d71ba33f19bc8f62082ca9aad.jpg,"['SUB', 'DUB']"
849,28069,Shigatsu wa Kimi no Uso: Moments,"Music, Shounen",OVA,1,7.81,41368,https://img.zorores.com/_r/300x400/100/31/9f/319f55b3a3d594f88459589ff0a37c54/319f55b3a3d594f88459589ff0a37c54.jpg,['SUB']
850,1002,Top wo Nerae 2! Diebuster,"Action, Comedy, Mecha, Sci-Fi, Space",OVA,6,7.81,38691,,
